Tipo.Registro,Protocolo.BATEU,Data,Hora,Via.Primária,Via.Secundária,Cruzamento,Número.(KM),Condição.Climática,Tipo.de.Acidente,Tipo.de.Veículo,Vítimas,Resultado,Tipo.Envolvido,Faixa.Etária,Categoria.Etilométrico,Subtipo.Etilométrico,Qtd..Veículos.Envolidos,Qtd..Pessoas.Envolvidas,Qtd..Vítimas,address,lat,long,UTM_x,UTM_y
BATEU Local,9260,20/09/2012,12:00,Rua Orlando Luis Lamarca,Rua Francisco Pereira Mesquita,Rua Orlando Luis Lamarca X Rua Francisco Pereira Mesquita,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Orlando Luis Lamarca X Rua Francisco Pereira Mesquita,-25.50702,-49.32411,668428.196130836,7177847.79874152
BATEU Local,9078,17/05/2012,11:00,Rua Pretextato Taborda Junior,Rua Amadeu Do Amaral,Rua Pretextato Taborda Junior X Rua Amadeu Do Amaral,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Pretextato Taborda Junior X Rua Amadeu Do Amaral,-25.46778,-49.31004,669897.68303341,7182176.37949278
BATEU Local,8902,20/01/2012,17:00,Rua Maceio,Rua Emilio Bertolini,Rua Maceio X Rua Emilio Bertolini,71,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,RESPONSAVEL,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Maceio 71,-25.4469,-49.21307,679679.389214625,7184361.99255135
BATEU Local,8135,13/03/2012,08:00,Rua Padre Antonio,Avenida Joao Gualberto,Rua Padre Antonio X Avenida Joao Gualberto,0,Bom,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Padre Antonio X Avenida Joao Gualberto,-25.42258,-49.26657,674333.812160564,7187126.89977751
BATEU Local,7836,07/03/2012,17:00,Rua Coronel Luiz Jose Dos Santos,Avenida Marechal Floriano Peixoto,Rua Coronel Luiz Jose Dos Santos X Avenida Marechal Floriano Peixoto,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,0,Rua Coronel Luiz Jose Dos Santos X Avenida Marechal Floriano Peixoto,-25.4958,-49.24047,676852.150372614,7178982.05579144
BATEU Local,7085,07/03/2012,08:00,Rua Padre Germano Mayer,Rua Francisco Alves Guimaraes,Rua Padre Germano Mayer X Rua Francisco Alves Guimaraes,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Padre Germano Mayer X Rua Francisco Alves Guimaraes,-25.43395,-49.24957,676027.339500159,7185845.14363838
BATEU Local,6970,02/01/2012,19:00,Avenida Silva Jardim,Avenida Republica Argentina,Avenida Silva Jardim X Avenida Republica Argentina,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Avenida Silva Jardim X Avenida Republica Argentina,-25.44742,-49.28775,672167.974865359,7184402.96938447
BATEU Local,6811,26/01/2012,10:00,Rua Rodrigues Alves,Avenida Sete De Setembro,Rua Rodrigues Alves X Avenida Sete De Setembro,6612,Chuva Fraca,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Não informado,RESPONSAVEL,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,0,Rua Rodrigues Alves 6612,-25.45158,-49.30062,670867.770498166,7183958.74451752
BATEU Local,6599,02/02/2012,20:00,Rua Frederico Muller,Rua Astolpho Nogueira,Rua Frederico Muller X Rua Astolpho Nogueira,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Frederico Muller X Rua Astolpho Nogueira,-25.45584,-49.32297,668614.194463919,7183515.35237149
BATEU Local,6237,13/12/2012,20:00,Rua Ricardo Gasparian Machado,Rua Joao Socha,Rua Ricardo Gasparian Machado X Rua Joao Socha,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Ricardo Gasparian Machado X Rua Joao Socha,-25.53506,-49.28223,672597.825226689,7174688.16372454
BATEU Local,6159,01/08/2012,19:00,Rua Jornalista Caio Machado,Rua Coronel Pretextato Penna Forte T. Ribas,Rua Jornalista Caio Machado X Rua Coronel Pretextato Penna Forte T. Ribas,927,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Jornalista Caio Machado 927,-25.45673,-49.31304,669611.524527148,7183404.1671898
BATEU Local,6100,07/03/2012,16:00,Rua Conselheiro Laurindo,Avenida Silva Jardim,Rua Conselheiro Laurindo X Avenida Silva Jardim,0,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,-,-,-,Sem Info.,Sem Info.,1,0,0,Rua Conselheiro Laurindo X Avenida Silva Jardim,-25.43736,-49.26109,674863.709381837,7185482.58408466
BATEU Local,6041,06/01/2012,16:00,Rua Professora Rosa Saporski,Avenida Manoel Ribas,Rua Professora Rosa Saporski X Avenida Manoel Ribas,0,Não Identificado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Professora Rosa Saporski X Avenida Manoel Ribas,-25.42273,-49.29042,671934.511029435,7187141.23880198
BATEU Local,5978,21/01/2012,15:00,Rua Doutor Faivre,Avenida Visconde De Guarapuava,Rua Doutor Faivre X Avenida Visconde De Guarapuava,1800,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Doutor Faivre 1800,-25.42907,-49.26132,674852.546936029,7186401.14809368
BATEU Local,5625,04/01/2012,16:00,Rua Livio Moreira,Rua Cecilia Meireles,Rua Livio Moreira X Rua Cecilia Meireles,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Livio Moreira X Rua Cecilia Meireles,-25.3976,-49.26991,674033.700082322,7189898.21613176
BATEU Local,5456,11/05/2012,12:00,Rua Tijucas Do Sul,Rua Filosofo Huberto Rohden,Rua Tijucas Do Sul X Rua Filosofo Huberto Rohden,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,PEDESTRE,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Tijucas Do Sul X Rua Filosofo Huberto Rohden,-25.54226,-49.27053,673763.259408276,7173875.37776085
BATEU Local,5429,17/02/2012,08:00,Rua Doutor Satilas Do Amaral Camargo,Avenida Monteiro Tourinho,Rua Doutor Satilas Do Amaral Camargo X Avenida Monteiro Tourinho,0,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,0,Rua Doutor Satilas Do Amaral Camargo X Avenida Monteiro Tourinho,-25.38726,-49.21967,679103.743144285,7190977.12694223
BATEU Local,5418,13/01/2012,16:00,Rua Jose Culpi,Rua Bortolo Cuman,Rua Jose Culpi X Rua Bortolo Cuman,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,01 - Entre  0 e 11 anos,Não Embriagado,Não realizou teste etilométrico,1,1,1,Rua Jose Culpi X Rua Bortolo Cuman,-25.3941,-49.35453,665524.829371937,7190393.48303784
BATEU Local,5374,20/04/2012,16:00,Rua Xv De Novembro,Rua Flavio Dallegrave,Rua Xv De Novembro X Rua Flavio Dallegrave,0,Nublado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Xv De Novembro X Rua Flavio Dallegrave,-25.42715,-49.24847,676147.870828434,7186596.91290564
BATEU Local,1292,10/05/2012,09:00,Rua Jose Correia Tramujas,Rua Joao Dembinski,Rua Jose Correia Tramujas X Rua Joao Dembinski,0,Bom,ABALROAMENTO LATERAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,1,Rua Jose Correia Tramujas X Rua Joao Dembinski,-25.47222,-49.34103,666775.465128908,7181723.75321539
BATEU Local,77,27/05/2012,13:00,Rua Melchiades Silveira Do Valle,Avenida Fredolin Wolf,Rua Melchiades Silveira Do Valle X Avenida Fredolin Wolf,0,Bom,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,0,Rua Melchiades Silveira Do Valle X Avenida Fredolin Wolf,-25.3873,-49.30466,670551.942444959,7191083.937094
BATEU Secretaria,175904,26/12/2012,18:00,Rua Nicola Pellanda,Rua Joao Amaro Da Luz,Rua Nicola Pellanda X Rua Joao Amaro Da Luz,-,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Nicola Pellanda X Rua Joao Amaro Da Luz,-25.54143,-49.29449,671356.678344844,7173998.44449265
BATEU Secretaria,63681,29/08/2012,15:00,Rua Jose Bassa,Rua Gabriel Ribeiro,Rua Jose Bassa X Rua Gabriel Ribeiro,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,1,Rua Jose Bassa X Rua Gabriel Ribeiro,-25.55175,-49.26298,674508.221732701,7172814.28093607
BATEU Secretaria,62770,11/07/2012,07:00,Rua Desembargador Cid Campelo,Rua Angelina Turesso Cavalim,Rua Desembargador Cid Campelo X Rua Angelina Turesso Cavalim,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,1,Rua Desembargador Cid Campelo X Rua Angelina Turesso Cavalim,-25.51604,-49.3273,668094.974853843,7176852.72429034
BATEU Secretaria,62425,17/12/2012,08:00,Rua Professor Zimmermann,Rua Pedro Frederico Voluz,Rua Professor Zimmermann X Rua Pedro Frederico Voluz,0,Não Informado,ATROPELAMENTO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Sem Info.,Sem Info.,1,1,1,Rua Professor Zimmermann X Rua Pedro Frederico Voluz,-25.52776,-49.28737,672091.692204938,7175503.43687668
BATEU Secretaria,55031,18/10/2012,07:00,Rua Newton Laporte,Avenida Doutor Eugenio Bertolli,Rua Newton Laporte X Avenida Doutor Eugenio Bertolli,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Sem Info.,Sem Info.,1,1,1,Rua Newton Laporte X Avenida Doutor Eugenio Bertolli,-25.37619,-49.3346,667554.757072981,7192352.41640838
BATEU Secretaria,54382,04/12/2012,18:00,Rua Maria Lucia Locher De Athayde,Rua Das Goiabeiras,Rua Maria Lucia Locher De Athayde X Rua Das Goiabeiras,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,05 - Entre 41 e 50 anos,Sem Info.,Sem Info.,1,1,0,Rua Maria Lucia Locher De Athayde X Rua Das Goiabeiras,-25.49004,-49.35394,665452.998806966,7179766.03072133
BATEU Secretaria,54167,17/10/2012,18:00,Rua Professor Ulisses Vieira,Avenida Presidente Arthur Da Silva Bernardes,Rua Professor Ulisses Vieira X Avenida Presidente Arthur Da Silva Bernardes,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,1,Rua Professor Ulisses Vieira X Avenida Presidente Arthur Da Silva Bernardes,-25.46005,-49.30179,670738.152909878,7183022.05367426
BATEU Secretaria,50190,28/12/2012,18:00,Rua Visconde De Abaete,Rua Luiz Barreto Murat,Rua Visconde De Abaete X Rua Luiz Barreto Murat,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,06 - Entre 51 e 59 anos,Sem Info.,Sem Info.,1,1,1,Rua Visconde De Abaete X Rua Luiz Barreto Murat,-25.41991,-49.20928,680100.701740957,7187346.54491828
BATEU Secretaria,49531,23/11/2012,18:00,Rua Paulo Setubal,Rua Maestro Carlos Frank,Rua Paulo Setubal X Rua Maestro Carlos Frank,2400,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,1,Rua Paulo Setubal 2400,-25.4982179,-49.2516514,675724.555536826,7178729.04452443
BATEU Secretaria,46968,19/11/2012,20:00,Rua Petit Carneiro,Rua Alferes Angelo Sampaio,Rua Petit Carneiro X Rua Alferes Angelo Sampaio,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Petit Carneiro X Rua Alferes Angelo Sampaio,-25.44957,-49.27961,672983.540008224,7184154.28015472
BATEU Secretaria,46658,11/12/2012,14:00,Rua Antonio Pastre,Avenida Juscelino Kubitschek De Oliveira,Rua Antonio Pastre X Avenida Juscelino Kubitschek De Oliveira,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,05 - Entre 41 e 50 anos,Sem Info.,Sem Info.,1,1,1,Rua Antonio Pastre X Avenida Juscelino Kubitschek De Oliveira,-25.48283,-49.34777,666083.194796984,7180556.96133124
BATEU Secretaria,46066,01/12/2012,23:00,Rua Doutor Odarci Antonio Mangi,Rua Capitao Amin Mosse,Rua Doutor Odarci Antonio Mangi X Rua Capitao Amin Mosse,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,1,Rua Doutor Odarci Antonio Mangi X Rua Capitao Amin Mosse,-25.53208,-49.25397,675442.218114136,7174981.23863361
BATEU Secretaria,44525,28/11/2012,19:00,Rua Waldemar Loureiro Campos,Rua Paulo Setubal,Rua Waldemar Loureiro Campos X Rua Paulo Setubal,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Waldemar Loureiro Campos X Rua Paulo Setubal,-25.50725,-49.24721,676157.86188545,7177722.6938991
BATEU Secretaria,43350,18/11/2012,13:00,Rua Maringa,Rua Assai,Rua Maringa X Rua Assai,306,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,1,Rua Maringa 306,-25.5390429,-49.2914087,671669.722532246,7174258.87953681
BATEU Secretaria,40662,03/09/2012,19:00,Rua Doutor Gabriel Ferreira Filho,Rua Augusto Steembock,Rua Doutor Gabriel Ferreira Filho X Rua Augusto Steembock,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Doutor Gabriel Ferreira Filho X Rua Augusto Steembock,-25.48094,-49.21181,679755.498652485,7180589.69041781
BATEU Secretaria,38376,03/09/2012,20:00,Rua Leoncio Lopes Cortiano,Rua Coronel Luiz Jose Dos Santos,Rua Leoncio Lopes Cortiano X Rua Coronel Luiz Jose Dos Santos,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,1,Rua Leoncio Lopes Cortiano X Rua Coronel Luiz Jose Dos Santos,-25.5085,-49.26916,673949.62634184,7177613.12749242
BATEU Secretaria,36874,18/09/2012,09:00,Rua Padre Germano Mayer,Avenida Senador Souza Naves,Rua Padre Germano Mayer X Avenida Senador Souza Naves,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Padre Germano Mayer X Avenida Senador Souza Naves,-25.43122,-49.24932,676056.454314598,7186147.20999525
BATEU Secretaria,36382,31/08/2012,16:00,Rua Alferes Angelo Sampaio,Avenida Visconde De Guarapuava,Rua Alferes Angelo Sampaio X Avenida Visconde De Guarapuava,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Alferes Angelo Sampaio X Avenida Visconde De Guarapuava,-25.44253,-49.28302,672650.646019477,7184938.50059885
BATEU Secretaria,35846,08/08/2012,18:00,Rua Vereador Elias Karam,Rua Arnaldo Tha,Rua Vereador Elias Karam X Rua Arnaldo Tha,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Vereador Elias Karam X Rua Arnaldo Tha,-25.47891,-49.32676,668200.968301454,7180964.78183607
BATEU Secretaria,34841,20/08/2012,06:00,Rua Sebastiao Alves Ferreira,Rua Mercedes Stresser,Rua Sebastiao Alves Ferreira X Rua Mercedes Stresser,0,Não Informado,COLISAO FRONTAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,07 - 60 ou mais,Sem Info.,Sem Info.,1,1,1,Rua Sebastiao Alves Ferreira X Rua Mercedes Stresser,-25.41928,-49.19922,681113.633896536,7187402.7105493
BATEU Secretaria,34229,25/07/2012,11:00,Rua Sao Jose Dos Pinhais,Rua Nova Aurora,Rua Sao Jose Dos Pinhais X Rua Nova Aurora,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Sao Jose Dos Pinhais X Rua Nova Aurora,-25.54282,-49.26286,674533.217304961,7173803.29021881
BATEU Secretaria,33708,13/08/2012,15:00,Rua Waldemar Kost,Avenida Marechal Floriano Peixoto,Rua Waldemar Kost X Avenida Marechal Floriano Peixoto,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,1,Rua Waldemar Kost X Avenida Marechal Floriano Peixoto,-25.4829,-49.24675,676239.638724263,7180419.30639355
BATEU Secretaria,32510,25/03/2012,00:00,Rua Edmundo Alberto Mercer,Rua Diogenes Do Brasil Lobato,Rua Edmundo Alberto Mercer X Rua Diogenes Do Brasil Lobato,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,0,Rua Edmundo Alberto Mercer X Rua Diogenes Do Brasil Lobato,-25.38424,-49.22652,678418.923402476,7191320.81429136
BATEU Secretaria,32298,04/08/2012,08:00,Rua Antonio Lago,Avenida Parana,Rua Antonio Lago X Avenida Parana,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Antonio Lago X Avenida Parana,-25.38998,-49.23728,677327.818724061,7190699.3351715
BATEU Secretaria,32265,05/08/2012,18:00,Rua Nova Aurora,Rua David Tows,Rua Nova Aurora X Rua David Tows,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Nova Aurora X Rua David Tows,-25.53713,-49.25605,675225.835895501,7174424.59980135
BATEU Secretaria,30964,16/05/2012,17:00,Rua Odenir Dissenha,Rua Atilio Piotto,Rua Odenir Dissenha X Rua Atilio Piotto,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Odenir Dissenha X Rua Atilio Piotto,-25.48114,-49.19715,681229.183535876,7180547.65769174
BATEU Secretaria,30960,16/05/2012,17:00,Rua Odenir Dissenha,Rua Atilio Piotto,Rua Odenir Dissenha X Rua Atilio Piotto,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,1,Rua Odenir Dissenha X Rua Atilio Piotto,-25.48114,-49.19715,681229.183535876,7180547.65769174
BATEU Secretaria,30156,10/07/2012,16:00,Rua Professora Olga Balster,Rua Delegado Leopoldo Belczak,Rua Professora Olga Balster X Rua Delegado Leopoldo Belczak,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Professora Olga Balster X Rua Delegado Leopoldo Belczak,-25.43908,-49.21812,679183.074591819,7185235.0066711
BATEU Secretaria,29745,28/06/2012,18:00,Rua Alfred Nobel,Avenida Juscelino Kubitschek De Oliveira,Rua Alfred Nobel X Avenida Juscelino Kubitschek De Oliveira,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,1,Rua Alfred Nobel X Avenida Juscelino Kubitschek De Oliveira,-25.48283,-49.34777,666083.194796984,7180556.96133124
BATEU Secretaria,29026,02/07/2012,11:00,Rua Professor Porthos Velozo,Rua Maria Moscardi Fanini,Rua Professor Porthos Velozo X Rua Maria Moscardi Fanini,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Professor Porthos Velozo X Rua Maria Moscardi Fanini,-25.46652,-49.26423,674505.826152809,7182256.71471904
BATEU Secretaria,28737,27/06/2012,19:00,Rua Nicaragua,Rua Guilherme Ihlenfeldt,Rua Nicaragua X Rua Guilherme Ihlenfeldt,420,Não Informado,COLISAO TRASEIRA,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Nicaragua 420,-25.4024188,-49.2435284,676680.989638371,7189329.80019721
BATEU Secretaria,27363,19/06/2012,19:00,Rua Doutor Alcides Vieira Arcoverde,Avenida Comendador Franco,Rua Doutor Alcides Vieira Arcoverde X Avenida Comendador Franco,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Doutor Alcides Vieira Arcoverde X Avenida Comendador Franco,-25.45902,-49.23898,677055.822601342,7183054.15505196
BATEU Secretaria,26693,13/06/2012,19:00,Rua Dos Contabilistas,Rua Capitao Leonidas Marques,Rua Dos Contabilistas X Rua Capitao Leonidas Marques,1300,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,04 - Entre 30 e 40 anos,Sem Info.,Sem Info.,1,1,1,Rua Dos Contabilistas 1300,-25.47772,-49.21833,679104.722662839,7180955.15769296
BATEU Secretaria,24699,20/05/2012,15:00,Rua Izaac Ferreira Da Cruz,Rua David Tows,Rua Izaac Ferreira Da Cruz X Rua David Tows,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Sem Ferimentos,RESPONSAVEL,05 - Entre 41 e 50 anos,Sem Info.,Sem Info.,1,1,0,Rua Izaac Ferreira Da Cruz X Rua David Tows,-25.53142,-49.25877,674960.774818419,7175060.67562663
BATEU Secretaria,24357,24/05/2012,17:00,Rua Desembargador Antonio De Paula,Rua Das Carmelitas,Rua Desembargador Antonio De Paula X Rua Das Carmelitas,0,Não Informado,COLISAO FRONTAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Desembargador Antonio De Paula X Rua Das Carmelitas,-25.50814,-49.2275,678137.829003999,7177597.85292009
BATEU Secretaria,19751,10/04/2012,16:00,Rua Paulo Rio Branco De Macedo,Rua Olivio Domingos Leonardi,Rua Paulo Rio Branco De Macedo X Rua Olivio Domingos Leonardi,0,Não Informado,COLISAO FRONTAL,BICICLETA,SEM VÍTIMAS,Não informado,CONDUTOR,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,0,Rua Paulo Rio Branco De Macedo X Rua Olivio Domingos Leonardi,-25.54858,-49.26445,674365.099754889,7173167.34985609
BATEU Secretaria,19220,10/04/2012,16:00,Rua Paulo Rio Branco De Macedo,Rua Olivio Domingos Leonardi,Rua Paulo Rio Branco De Macedo X Rua Olivio Domingos Leonardi,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,COM VÍTIMAS,Ferimento,CONDUTOR,02 - Entre 12 e 17 anos,Sem Info.,Sem Info.,1,1,1,Rua Paulo Rio Branco De Macedo X Rua Olivio Domingos Leonardi,-25.54858,-49.26445,674365.099754889,7173167.34985609
BATEU Secretaria,18402,04/04/2012,09:00,Rua Joao Scuissiato,Rua Joao Alencar Guimaraes,Rua Joao Scuissiato X Rua Joao Alencar Guimaraes,0,Não Informado,ACIDENTE COMPLEXO,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,PEDESTRE,08 - Não informada,Sem Info.,Sem Info.,1,1,0,Rua Joao Scuissiato X Rua Joao Alencar Guimaraes,-25.45866,-49.31592,669319.206811682,7183194.05234635
BATEU Secretaria,18282,03/04/2012,07:00,Rua Waldemar Cavanha,Rua Raul Pompeia,Rua Waldemar Cavanha X Rua Raul Pompeia,0,Não Informado,ABALROAMENTO TRANSVERSAL,BICICLETA,SEM VÍTIMAS,Sem Ferimentos,CONDUTOR,03 - Entre 18 e 29 anos,Sem Info.,Sem Info.,1,1,0,Rua Waldemar Cavanha X Rua Raul Pompeia,-25.47786,-49.33208,667667.540870711,7181087.7964879
